Spot_15,Spot_20,Spot_21,Spot_22,Spot_23,Spot_24,Spot_25,Spot_26,Spot_27,Spot_28,Spot_31,Spot_32,Spot_34,Spot_35,Spot_36,Spot_37,Spot_38,Spot_40,Spot_41,Spot_42,Spot_43,Spot_45,Spot_46,Spot_47,Spot_48,Spot_49,Spot_51,Spot_52,Spot_53,Spot_54,Spot_55,Spot_56,Spot_57,Spot_58,Spot_60,Spot_61,Spot_63,Spot_64,Spot_65,Spot_66,Spot_67,Spot_68,Spot_69,Spot_70,Spot_71,Spot_73,Spot_74,Spot_75,Spot_76,Spot_77,Spot_78,Spot_79,Spot_81,Spot_82,Spot_84,Spot_85,Spot_86,Spot_87,Spot_88,Spot_89,Spot_90,Spot_91,Spot_92,Spot_95,Spot_96,Spot_97,Spot_98,Spot_99,Spot_100,Spot_101,Spot_102,Spot_103,Spot_104,Spot_106,Spot_107,Spot_108,Spot_109
57790,144063,77187,82523,99677,54702,0,111152,87464,36415,189704,87586,43455,0,119106,0,120771,81615,0,0,0,94918,32286,165886,179345,162636,110090,91516,158435,80040,0,0,0,41436,66726,0,0,152042,76255,0,31868,126592,83677,143743,47579,210740,0,185863,30652,103056,0,52107,201086,45313,146192,155387,189315,100644,33251,30324,98179,96828,60256,190682,0,150116,103584,287798,218930,187057,108895,270378,78487,153827,0,147796,185583
44759,134135,102056,124687,208502,90671,41235,112467,104071,0,233803,75843,61318,0,147222,0,119200,170864,35640,0,0,53891,71289,156572,131808,85601,128542,147676,157765,74138,0,0,0,37641,63031,0,0,129375,43322,0,0,116653,113455,143963,72025,178938,64611,181431,0,148662,0,58349,244091,27934,166005,133060,149308,83314,98203,90531,84849,152566,79097,173171,0,169783,130766,317301,53856,177013,155178,145943,169313,151573,0,98862,193648
98670,145517,141243,84242,131264,56599,75921,117628,112016,60416,224748,138256,28986,62506,140444,0,165817,138344,20882,0,0,106514,115844,72945,159407,223533,108436,178897,155030,115627,31584,44000,0,106375,91524,0,0,122145,60599,0,0,113789,114857,92004,35852,215947,22386,174056,42866,135990,26436,41907,247665,74686,165670,108702,170811,63191,21603,24315,103146,170240,24459,219365,0,253180,187883,229015,108292,161580,130128,261295,123669,174586,146198,206516,276579
77637,135895,90027,153109,124134,69229,0,59533,138315,0,198478,51313,87964,26557,165967,0,166958,119381,0,0,0,39319,107084,90161,187299,218752,125880,95014,267174,155579,35898,0,0,95516,79800,0,0,172257,95563,22651,0,93557,95222,199717,58675,220911,45429,166340,47433,185183,0,48698,261336,32040,148412,30527,175259,126712,88393,42740,41638,165369,92097,208781,0,181563,121766,206331,102723,148060,113026,194568,217734,185237,144754,160473,219954
0,107755,112801,208996,103758,59627,0,141595,92714,93441,226002,111725,0,31683,211655,0,168997,45204,0,0,0,108007,115095,252751,190321,223599,136176,148286,157304,85327,44161,83684,0,65759,53000,0,0,231934,84673,56906,69603,107576,57693,161927,61406,69939,21894,182348,0,230457,0,23897,290636,42850,155631,149390,153173,48004,87254,24306,54318,213636,0,161939,0,166958,161049,332553,148999,214848,141451,220154,204535,162073,0,283774,259034
0,151266,164993,99405,141648,132503,0,90773,92532,96622,246153,103723,63611,56269,170424,0,69196,38730,0,0,0,101264,116574,190453,201320,246459,117165,170627,149642,81581,44191,63636,34106,157138,45411,0,0,182573,66490,28429,50157,91473,152345,203410,79279,108906,24879,158346,77529,236264,0,46671,353119,66145,148426,42474,141294,100918,77815,0,117462,181994,0,230398,0,222055,193579,269033,131332,126467,117640,193091,207087,148226,0,179054,262686
28249,126319,149887,166789,157546,89413,0,155646,48115,122325,134677,94179,87095,28815,241916,0,84228,61725,0,0,0,182338,126595,129864,197682,247535,115082,133526,224313,81615,77774,104462,0,92900,26636,0,0,132690,108315,0,29450,80052,69200,204496,101598,158011,0,162009,84374,286109,0,0,293946,76175,168968,40819,91981,124196,69413,40332,112577,115883,89348,164586,0,297635,156846,273616,95414,193828,116840,179759,250874,34770,0,227767,291325
44942,150519,171717,108776,149562,104693,36064,39713,53032,74673,257305,97180,0,41473,172228,0,112218,114585,0,0,0,29628,154641,229349,161073,206680,140961,237340,174586,97230,57245,120520,34000,71982,91128,0,0,229353,125427,0,40994,138056,150492,121077,167931,120773,35856,92016,55257,273588,0,56617,269748,79661,119597,27921,45016,102254,81851,0,57409,157802,29510,107477,0,197915,161590,264396,150485,160813,134743,190134,244573,129756,0,246668,236260
0,189956,141317,98756,109712,0,0,136636,57934,62126,283240,65866,0,59347,189683,22447,88868,122457,0,0,0,81439,190090,215104,137157,198551,125475,188402,192572,76450,45580,167135,43646,73493,130798,0,0,204570,85145,0,100965,158474,163462,287043,185617,173444,0,122521,150925,230667,0,44260,335104,182045,102363,64914,103517,58155,133346,0,88257,186637,52908,88623,0,268891,236836,353012,196281,167421,130390,230386,145217,124119,0,316189,235242
21921,150585,123052,177845,97054,69927,24346,38299,253128,161855,211211,118354,0,0,126158,0,118015,85783,0,0,0,111133,180160,197495,176270,245004,218213,184205,208593,175594,44216,120762,21010,100446,124170,0,0,234215,160140,0,84578,187091,101229,202304,95941,152395,0,138672,132370,171431,0,60589,409079,181738,178818,60135,74725,83338,131746,0,124928,189868,51998,197615,0,245785,107946,224232,220964,180297,154350,255874,207788,128720,0,243112,241853
